Source,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,e_pmRA,e_pmDE,Gmag,BPmag,RPmag
4689559174290084096,6.81851990440,-72.46473255281,3.5991,89.152,-53.938,0.026,0.020,14.597603,15.315502,13.775208
4689559174290085376,6.81654760533,-72.46726024496,-0.0813,0.399,-1.284,0.051,0.040,16.078817,16.915085,15.196593
4689559174290086656,6.79032937289,-72.46827089937,-0.0542,0.797,-1.283,0.101,0.078,17.360035,17.912788,16.679453
4689559174290087680,6.79326304512,-72.47021816100,0.3900,10.410,0.370,0.067,0.055,16.762259,17.093903,16.270403
4689559174290088960,6.79165260559,-72.47298547845,0.0726,1.012,-1.394,0.313,0.263,19.389290,19.908857,18.831995
4689559204343070208,6.62071401494,-72.49792724443,0.6198,3.445,-10.327,0.161,0.136,18.254278,18.999006,17.438965
4689559204343071360,6.60578855158,-72.49712982027,0.4601,5.576,-2.359,0.340,0.313,19.309172,19.752200,18.759342
4689559204343082752,6.63985593443,-72.48623509984,1.5644,2.309,3.896,0.308,0.270,19.168650,20.465893,17.973652
4689559204345096320,6.63291990367,-72.48864030831,-0.2821,7.929,-0.683,0.757,0.931,20.386488,20.728458,19.758783
4689559204345099648,6.64304102363,-72.48348903644,-0.8578,1.976,-0.420,1.290,1.536,20.770332,20.769836,20.759336
4689559204365037824,6.62593559833,-72.48817493364,,,,,,20.891048,21.036644,19.998087
4689559208638538112,6.64829517631,-72.49267303010,0.4461,5.061,-3.225,0.937,0.888,20.349090,20.897858,19.664495
4689559208639018752,6.61070227354,-72.49319760109,,,,,,21.079100,21.025503,20.638422
4689559208649842176,6.64949682383,-72.48895990969,0.4045,9.154,0.222,0.448,0.387,19.801676,20.673388,18.963411
4689559208649842304,6.63012944585,-72.48706033605,-0.0147,0.497,-1.203,0.078,0.067,17.048306,17.666727,16.293768
4689559208649845632,6.62016915630,-72.49273246150,-0.1827,5.352,-2.690,0.459,0.395,19.694637,20.218386,19.128199
4689559208649847296,6.62848472212,-72.49734966281,0.0570,5.219,-2.274,0.096,0.081,17.438810,17.746292,16.980902
4689559238702611328,6.69191704385,-72.47240511300,1.1151,1.780,-2.253,0.019,0.014,12.708278,12.955608,12.305384
4689559238702819968,6.68321594169,-72.48561958578,-0.3676,1.031,-1.820,0.511,0.394,19.960194,,
4689559238702824064,6.66723440157,-72.48427202167,0.1068,0.480,-1.245,0.164,0.134,18.276875,18.748550,17.665443
4689559238702834816,6.68360943444,-72.47517416087,0.0939,5.393,-2.401,0.276,0.231,19.036478,19.421238,18.502289
4689559238704537216,6.65657523307,-72.48010351484,0.0597,0.361,-1.083,0.274,0.239,19.129795,19.515137,18.602188
4689559238704837632,6.67816676976,-72.48526599462,,,,,,20.973394,20.801455,20.405544
4689559238704837760,6.67386202583,-72.48528002030,0.3509,5.512,-2.569,0.490,0.405,19.887995,20.433495,19.276080
4689559238704839808,6.68872908052,-72.48117826669,0.1786,5.122,-1.611,0.651,0.633,20.230198,20.907050,19.548470
4689559238704840320,6.69494621808,-72.48119978416,-0.1650,5.141,-2.139,0.482,0.398,19.963251,20.474787,19.320185
4689559238704843008,6.70586889996,-72.47765066738,0.6899,0.698,-2.867,0.857,0.826,20.377810,20.825153,19.927649
4689559238706213632,6.66905145131,-72.48365715780,0.0638,0.593,-1.300,0.198,0.162,18.556244,19.084349,17.934277
4689559238720822272,6.68473741816,-72.48560287277,-0.4525,0.720,-1.521,0.321,0.248,19.218084,19.488668,18.504398
4689559238723779200,6.70023558467,-72.47149921951,0.1641,6.082,-2.472,0.562,0.395,19.815605,20.108469,19.390800
4689559242998580096,6.69069365573,-72.48447893298,-0.7394,0.358,-1.152,1.011,0.925,20.516119,20.523493,20.834860
4689559242998582656,6.69472593916,-72.47259255549,,,,,,20.915863,,
4689559243009576576,6.65719465943,-72.48173509903,0.2326,0.558,-4.350,0.056,0.047,16.369614,16.755774,15.818678
4689559273062559744,6.60329611238,-72.48860542148,0.1847,9.006,-9.707,0.093,0.081,17.413757,17.658175,17.033995
4689559273062567040,6.60395283142,-72.48230154994,0.0361,5.655,-2.784,0.156,0.126,18.163301,18.503424,17.690815
4689559273062569088,6.61616175899,-72.48011001396,0.1304,5.506,-2.498,0.234,0.172,18.635784,19.022123,18.124725
4689559273064577920,6.62334393314,-72.47875792859,1.0696,2.661,-2.117,1.254,1.007,20.433289,20.397090,19.472992
4689559273084506752,6.60272554602,-72.48782112972,0.2733,0.668,-1.148,0.284,0.234,19.093195,19.463308,18.561090
4689559277358313088,6.60328649291,-72.48389217777,-0.5590,1.739,-0.284,1.209,1.132,20.557709,20.866041,20.203167
4689559277369319552,6.62216598783,-72.48701891815,0.2026,5.465,-2.714,0.019,0.017,13.888042,14.311508,13.297087
4689559307422327424,6.68013963046,-72.46435796066,-0.5107,0.478,-1.320,0.374,0.258,19.199482,19.593973,18.661886
4689559307440262784,6.65856471791,-72.47190252535,0.0267,6.449,-1.496,0.480,0.329,19.495474,19.975462,18.941616
4689559307443256192,6.68272789509,-72.46406661788,-0.0084,4.967,-2.203,0.298,0.211,18.883808,19.232626,18.319030
4689559307444279168,6.66076516395,-72.47235972188,,,,,,20.879244,21.508781,19.959845
4689559341782051712,6.73683306152,-72.47174539042,-0.1932,0.591,-1.243,0.269,0.210,18.994638,19.449806,18.454294
4689559341782064640,6.75953661561,-72.46223819763,0.3002,0.500,-1.403,0.293,0.209,18.995037,19.628551,18.356264
4689559341784064384,6.73888052457,-72.46484279850,0.1738,0.660,-0.794,0.448,0.300,19.522482,19.973188,18.892649
4689559341784068224,6.75681487676,-72.45898238295,0.0607,1.863,0.150,1.246,1.264,20.666073,20.744510,20.682056
4689559341800118784,6.75186655523,-72.46541647332,-0.5990,0.799,-1.312,1.065,1.069,20.601055,20.846470,20.391403
4689559346088781312,6.73324806590,-72.46877948518,0.2505,0.237,-1.390,0.364,0.251,19.286856,19.766607,18.742352
4689559346088947200,6.71490588729,-72.46889644162,0.9760,0.275,-1.496,0.946,0.758,20.405342,20.645247,20.394335
4689559346089000448,6.72656686089,-72.46640367651,-0.1500,-0.118,-0.014,1.607,1.138,20.631250,20.877224,20.136385
4689559376141810560,6.77736909332,-72.45714503538,0.0931,0.578,-1.217,0.199,0.147,18.359352,18.914250,17.710210
4689559376143811584,6.80921740660,-72.45255593644,-0.2253,1.732,-0.311,1.162,1.054,20.552876,20.696959,20.118420
4689559376144425088,6.76834287247,-72.45841143936,-0.5274,6.801,-3.815,1.294,1.391,20.600346,20.396797,19.787569
4689559380448504576,6.81927669887,-72.44828452084,-0.1088,0.585,-1.351,0.401,0.348,19.563390,19.955198,18.999655
4689559410501543040,6.73270545541,-72.46167393720,-0.0461,0.786,-1.594,0.156,0.113,17.885410,18.419502,17.170908
4689559410501547136,6.72855402255,-72.45933024257,-0.1158,5.045,-2.507,0.340,0.240,19.222248,19.616068,18.631222
4689559410501548160,6.74501464692,-72.45820582463,0.2327,5.542,-2.144,0.218,0.173,18.447332,18.810960,17.946136
4689559410501553408,6.71610209509,-72.45514487144,-0.2256,0.686,-1.132,0.348,0.245,19.245796,19.622560,18.681078
4689559410503543040,6.71496554810,-72.46055463601,-0.2641,1.219,-0.890,0.970,0.964,20.395487,20.809076,19.679766
4689559410503546112,6.73080463247,-72.45594820143,0.9166,6.307,-2.282,0.474,0.333,19.692142,20.239826,19.128801
4689559410503549184,6.74005688723,-72.45286345612,0.2094,6.560,-2.210,0.455,0.381,19.619127,20.170729,19.009363
4689559410505532800,6.75799696401,-72.44935336846,,,,,,20.906940,21.250443,20.309874
4689559414796937088,6.74771337148,-72.45383142981,0.0821,0.592,-1.039,0.384,0.307,19.384203,19.823997,18.827097
4689559414808256128,6.72234616122,-72.46243619450,0.2997,5.498,-2.639,0.229,0.150,18.540953,18.924015,18.052137
4689559414808477440,6.73512319092,-72.45172814092,,,,,,21.457100,20.896008,18.957850
4689559444861314304,6.78688699384,-72.44024817845,-0.2874,0.625,-1.348,0.231,0.218,18.848661,19.299059,18.273119
4689559444861317760,6.81344538460,-72.43755556836,-0.0428,0.309,-0.967,0.256,0.206,18.977583,19.475069,18.407124
4689559444863289472,6.77402011612,-72.44882021584,,,,,,20.967390,21.109613,20.136038
4689559444863296512,6.80354002730,-72.44128267508,0.9351,0.531,-4.390,1.212,1.415,20.677069,20.907637,20.319250
4689559444879401472,6.81606441080,-72.44058573517,1.3472,-2.232,-2.587,1.744,1.634,20.740349,20.968012,19.587456
4689559449156663808,6.80230905901,-72.44412762082,-0.0714,0.465,-1.192,0.276,0.232,19.134363,19.560797,18.584375
4689559449167979520,6.80030409291,-72.44327101833,0.1372,5.504,-2.167,0.115,0.093,17.730580,18.057041,17.269207
4689559449167982848,6.79573833178,-72.44839419157,0.2194,5.251,-2.734,0.075,0.053,16.584393,16.828460,16.182285
4689559449167983744,6.79578210895,-72.45010290878,0.0896,0.517,-1.175,0.158,0.113,18.038439,18.449127,17.451744
4689559449167984384,6.78498468559,-72.44942871610,-0.3548,0.066,-0.983,0.423,0.297,19.484268,19.993359,18.940952
4689559449168229504,6.76312868532,-72.45067436869,,,,,,21.594812,21.004704,19.126297
4689559479221003008,6.84927086692,-72.47040920210,-0.0007,0.333,-1.230,0.091,0.075,17.283360,17.896172,16.541834
4689559479221013632,6.86938578706,-72.46257892341,-0.0055,0.385,-1.350,0.078,0.063,17.022905,17.683770,16.247972
4689559479221013760,6.86462870023,-72.46304219153,-0.0496,0.259,-1.283,0.167,0.137,18.352657,18.890219,17.663360
4689559479223016960,6.84700765279,-72.47268895369,-0.1919,0.537,-0.650,0.362,0.312,19.606853,20.005253,18.973600
4689559479223017344,6.83380703493,-72.47146831100,0.4144,5.675,-3.150,0.556,0.565,20.127050,20.807156,19.556343
4689559479223022208,6.87724405511,-72.46363117974,0.0475,5.099,-2.672,0.397,0.326,19.549480,20.028845,18.974691
4689559479223024384,6.87341130564,-72.46096012372,-0.6392,1.228,-0.677,0.594,0.389,19.812468,20.301970,19.265240
4689559479224400512,6.86386136138,-72.47121555256,,,,,,20.911491,20.797468,20.038730
4689559479239174784,6.85166012654,-72.46717321703,-0.0672,0.040,-1.415,0.547,0.459,19.867980,20.316948,19.300064
4689559483516926848,6.85590230627,-72.46716308855,,,,,,21.040490,21.022842,20.495783
4689559513580746496,6.89153871356,-72.46479077446,-0.0684,0.497,-1.390,0.272,0.236,19.150550,19.603924,18.618080
4689559513580766976,6.92866569479,-72.44970875185,-0.0362,0.609,-0.982,0.251,0.219,19.039421,19.539143,18.454004
4689559517876504832,6.92165906081,-72.45993411984,,,,,,20.964810,20.816547,20.123080
4689559517887461632,6.90850762428,-72.46366520434,,,,,,15.795899,16.392715,14.852906
4689559517887591936,6.90280108798,-72.45992418728,0.0366,0.848,-1.258,0.284,0.243,19.198488,19.710857,18.592000
4689559547940494336,6.84517754933,-72.45991569266,-0.1127,0.748,-1.814,0.292,0.241,19.245783,19.783566,18.627571
4689559547940501376,6.86847176514,-72.45738382743,0.2001,4.975,-1.991,0.204,0.175,18.698080,19.025515,18.215070
4689559547940501504,6.84911579533,-72.45488507031,0.1552,0.570,-1.030,0.336,0.238,19.203526,19.691458,18.667147
4689559547942501632,6.82997621952,-72.45753461805,-0.1770,6.934,-3.586,1.866,1.919,20.753656,21.565739,19.957565
4689559547942507904,6.86754862944,-72.44920559804,0.0918,1.254,-1.355,0.482,0.369,19.669853,20.115720,19.108147
4689559547944922880,6.82793363600,-72.46229082671,,,,,,20.913528,21.181767,19.745329
4689559547948200192,6.84064420043,-72.45489460544,2.3958,-16.553,-20.265,0.331,0.236,19.097616,20.623566,17.880310
4689559547958631680,6.83188483460,-72.46730365510,0.3320,4.724,-2.014,0.792,0.835,20.385721,20.882175,19.912838
4689559547962316032,6.82856173156,-72.46538654031,0.2295,0.547,-1.246,0.316,0.295,19.221615,19.594841,18.615707
4689559547962318848,6.86800963932,-72.45646202826,-0.3555,-0.424,-0.746,0.448,0.376,19.835880,20.197678,19.206402
4689559552236055552,6.82963509379,-72.46592528625,0.2798,6.202,-3.578,0.641,0.701,20.270374,,
4689559552236241792,6.87395893202,-72.44886376332,,,,,,20.959389,21.047920,19.833792
4689559552247196928,6.86967143223,-72.45476637035,0.2052,5.381,-2.457,0.061,0.046,16.313063,16.746588,15.717853
4689559552247206016,6.83178663702,-72.46578811933,0.1216,5.403,-2.156,0.090,0.072,17.299126,17.603634,16.833908
4689559582300247040,6.92152479665,-72.44772848640,-0.0989,0.428,-1.207,0.310,0.253,19.243572,19.690632,18.722800
4689559582300247168,6.89704338017,-72.44901296699,0.3096,5.395,-2.767,0.092,0.078,17.338713,17.631426,16.866184
4689559582300247296,6.90192710665,-72.44807324869,-0.1091,0.608,-0.659,0.272,0.230,19.109772,19.610163,18.551378
4689559582302255232,6.91857425330,-72.44001103004,-0.4156,0.467,-1.484,0.424,0.358,19.747204,20.109777,19.235348
4689559582307938688,6.92620785400,-72.43971304503,1.4985,28.861,-11.027,0.439,0.367,19.719387,21.099037,18.534464
4689559582322057728,6.92350715219,-72.44806844533,-0.2489,1.180,-0.866,0.809,0.908,20.444685,21.041523,20.095358
4689559586595854848,6.91479748185,-72.44183623856,0.7249,5.116,-2.469,0.734,0.851,20.420725,20.935886,19.819893
4689559616659979776,6.94661674842,-72.45103925177,0.3445,5.884,-2.686,0.272,0.258,19.278460,19.744625,18.773693
4689559616659985280,6.96652729333,-72.44619347336,-0.1588,0.561,-1.325,0.206,0.187,18.790760,19.113369,17.998180
4689559616659993856,6.96731986702,-72.44144333409,0.0817,0.617,-1.431,0.276,0.236,19.135826,19.620728,18.544104
4689559616661987584,6.96505817383,-72.45012752008,-0.2830,0.601,-1.541,0.273,0.260,19.233677,19.683570,18.653020
4689559616661993984,6.98709519335,-72.44304481238,0.5491,5.630,2.269,0.473,0.432,19.795166,20.629423,18.785976
4689559616661999360,6.99034447184,-72.43455812537,0.4475,0.881,-1.175,0.534,0.437,20.015745,20.454220,19.437390
4689559616667677184,6.95486758239,-72.44692080513,2.6116,19.634,8.559,0.508,0.439,19.700756,20.971926,18.456621
4689559616678218752,6.96320157819,-72.44716641099,,,,,,20.834192,21.470766,20.375689
4689559620955593088,6.96169530661,-72.45119073718,0.2144,-0.539,-0.681,0.679,0.696,20.283987,20.468948,20.136742
4689559620955726592,6.97255428854,-72.44203236923,-0.5680,0.187,-1.016,1.157,1.453,20.707851,20.847723,20.156210
4689559620966653184,6.98154109671,-72.43654180797,-0.1816,4.634,-1.869,0.485,0.426,19.869167,20.407875,19.320505
4689559620966661632,6.96750589541,-72.44604791332,0.0131,2.847,-4.263,0.679,0.728,20.183407,,
4689559651019739648,7.04321295780,-72.43466932796,1.5322,10.118,-6.323,0.094,0.076,17.084751,17.966730,16.165180
4689559651019744384,7.01556639484,-72.43378475467,0.2831,6.210,-2.962,0.330,0.259,19.167458,19.512035,18.493820
4689559651019753728,7.02680150963,-72.42705628439,-0.2257,0.578,-1.232,0.364,0.293,19.341578,19.747728,18.805170
4689559651021743360,7.04443554812,-72.42940613290,0.3386,-1.537,-2.992,0.867,0.815,20.380087,21.149273,19.560099
4689559655315069440,7.01824768288,-72.43847035009,-0.0326,1.299,-1.212,0.339,0.259,19.211164,19.696201,18.660917
4689559655315471616,7.02998191831,-72.42666079718,,,,,,20.826284,21.520359,20.008656
4689559655326382336,7.04416232204,-72.43296871575,-0.1611,-0.108,-1.453,0.290,0.239,19.030777,19.482037,18.354034
4689559655326385920,7.01648203096,-72.43354212101,,,,,,20.889387,,
4689559655326390528,7.01570551163,-72.43892891799,0.2713,8.241,-2.251,0.294,0.243,19.198378,19.509840,18.816984
4689559685379474432,6.96629569437,-72.43878336281,0.1912,0.618,-1.034,0.185,0.154,18.471788,18.816880,17.939142
4689559685379476224,6.94033521276,-72.43924969298,0.2076,5.046,-2.299,0.115,0.097,17.681002,17.976927,17.229920
4689559685379486976,6.96533891700,-72.43195766993,0.2536,5.961,-0.603,0.290,0.237,19.133839,19.798466,18.402992
4689559685381475456,6.93773113417,-72.43267883622,0.3010,5.062,-2.168,0.518,0.470,19.945326,20.455812,19.381575
4689559685381477376,6.98378040531,-72.43337842891,0.2132,0.370,-2.400,1.037,1.172,20.693409,21.022846,20.176893
4689559685401272960,6.94336530939,-72.43926840218,0.7313,5.488,-5.051,0.625,0.638,20.205870,20.546013,19.861609
4689559689686119680,6.98499655041,-72.42477844997,-0.2248,1.059,-1.234,0.259,0.201,18.868088,19.317158,18.344868
4689559689686122752,6.98468577257,-72.42836739491,0.0284,0.532,-1.185,0.238,0.183,18.676382,19.117250,18.113455
4689559689686134016,6.94815785387,-72.43815500202,-0.3723,5.601,-2.539,0.535,0.467,20.026380,20.399366,19.376017
4689559689686276352,6.96944724386,-72.42621267493,-0.0349,0.088,-1.257,0.522,0.514,19.950468,20.409600,19.424742
4689559689692253952,6.97978184656,-72.43583552189,0.0206,-0.016,-2.025,0.466,0.388,19.337898,19.558115,18.670795
4689559719739241856,7.01067359833,-72.42255114295,0.2057,5.538,-2.429,0.081,0.065,16.935150,17.343105,16.374748
4689559719739242624,7.00005028356,-72.42385924719,0.1067,0.491,-1.180,0.192,0.156,18.441286,18.911610,17.772600
4689559719739242880,7.00059623169,-72.42214603748,-0.3421,0.998,-0.821,0.352,0.279,19.335564,19.900293,18.776466
4689559719739249408,7.02606714482,-72.41754770970,0.1586,5.651,-2.531,0.204,0.169,18.454517,18.917719,17.850574
4689559719741224192,7.00218286638,-72.42651626518,0.0138,-0.623,-1.763,0.407,0.318,19.509233,19.891890,18.979057
4689559719743637248,7.02327421920,-72.42555417685,,,,,,21.094164,22.174816,20.709175
4689559724034535424,6.99731812214,-72.42570284258,-0.1301,0.735,-1.218,0.228,0.178,18.629313,19.184320,18.020338
4689559724034952192,7.03828425383,-72.41326440112,-0.6309,9.495,-0.360,2.431,2.534,20.721367,21.395756,19.990759
4689559724045851648,7.01658413736,-72.42167497235,-0.3194,5.618,-1.960,0.384,0.312,19.447327,20.005531,18.902843
4689559724045858688,7.00604794214,-72.42821810834,0.7602,9.075,5.967,0.040,0.032,15.365306,15.704676,14.856626
4689559754100943616,6.84706291012,-72.44132572675,-0.0403,0.782,-1.412,0.400,0.330,19.636654,20.179653,19.033325
4689559754100944896,6.87229514715,-72.44163938687,-0.0261,0.632,-0.960,0.532,0.544,19.984066,20.585634,19.508590
4689559754117061760,6.83137008911,-72.44504026297,0.0849,0.339,-1.994,0.414,0.341,19.667192,20.220512,19.096378
4689559758394671232,6.85997927065,-72.44814359433,,,,,,21.015180,21.274680,20.366392
4689559758394806528,6.84140221784,-72.45274031910,,,,,,21.018795,21.293497,20.071049
4689559758405617408,6.87209861649,-72.43959712839,0.2437,5.135,-2.146,0.327,0.278,19.397740,19.955393,18.805422
4689559788458698880,6.92057738772,-72.43554355215,0.3571,10.336,-2.044,0.146,0.122,18.072922,18.538422,17.442875
4689559788458700672,6.89399350984,-72.43523905100,0.1530,0.863,-1.358,0.283,0.234,19.138601,19.584118,18.624247
4689559788460688896,6.88375187837,-72.43379301064,0.3083,5.077,-2.496,0.530,0.462,20.047361,20.574823,19.373470
4689559788460689920,6.92382888234,-72.43301896143,0.0577,0.591,-1.325,0.397,0.330,19.633112,20.068487,19.110981
4689559788460692864,6.90777509138,-72.42866804161,0.5749,0.182,-1.174,0.325,0.274,19.342522,19.893688,18.719843
4689559788480484992,6.91790105034,-72.43600000011,0.0412,5.038,-2.666,0.261,0.219,18.964539,19.355331,18.401299
4689559788480495360,6.88892885188,-72.43590074432,-0.2017,-0.492,-3.236,1.933,1.960,20.806786,21.387920,20.008314
4689559792771468416,6.91749686412,-72.42510808195,-0.3293,0.644,-1.286,0.370,0.311,19.435452,20.011713,18.834965
4689559822818448512,6.85045346166,-72.43165548186,0.4422,5.208,-1.970,0.148,0.119,18.112993,18.451546,17.618994
4689559822820421248,6.84106092362,-72.44039684291,,,,,,20.901773,20.671453,19.830082
4689559822820423040,6.84364410438,-72.43815341013,-0.0808,-0.152,-1.164,0.335,0.319,19.384037,19.804550,18.799555
4689559822820425728,6.83433396643,-72.43361423584,0.0620,1.826,0.140,1.404,1.549,20.601055,21.016102,20.075125
4689559822820430080,6.85002259945,-72.42712775980,-0.1130,0.829,-0.473,1.041,1.081,20.605556,20.850523,19.936705
4689559822820433920,6.86575649375,-72.42367138342,0.0375,0.343,-1.564,0.324,0.272,19.368431,19.790760,18.758892
4689559822821050752,6.86171456132,-72.43201513814,1.9625,4.332,-1.779,2.285,2.422,20.751463,21.250190,20.039892
4689559822836558208,6.85303242831,-72.43283036219,-0.7933,2.016,-1.269,0.772,0.876,20.366478,21.051107,19.971886
4689559822836571520,6.86391182461,-72.43500599694,,,,,,20.866156,21.370770,19.911438
4689559827114152704,6.86205327724,-72.42572861088,,,,,,21.035330,21.396782,20.345957
4689559857178197376,6.89627577832,-72.42495365574,0.0046,1.189,-0.848,0.337,0.282,19.420563,19.863848,18.839418
4689559857178201088,6.87616708741,-72.42276258788,-0.0317,0.939,-0.901,0.204,0.175,18.690697,19.210460,18.101355
4689559857178212352,6.89889275534,-72.41699341446,0.6544,6.956,-6.269,0.199,0.171,18.502232,19.161728,17.716604
4689559857180170880,6.87551520645,-72.42497943360,-0.4201,1.972,0.303,1.121,1.084,20.576970,20.893377,20.104673
4689559857180172160,6.90294402031,-72.42538759032,-0.2857,0.036,-1.257,0.351,0.297,19.485521,19.867117,18.972742
4689559857180175872,6.92077009543,-72.42071728541,0.0186,0.158,-1.617,0.338,0.273,19.366850,19.804697,18.912195
4689559857180176896,6.92492061636,-72.41923661684,0.2193,5.054,-2.689,0.374,0.306,19.540580,20.009352,18.934021
4689559857196339328,6.89458173251,-72.41807557545,0.5237,0.170,-1.755,0.359,0.291,19.406696,19.859135,18.851830
4689559861473894272,6.90716922298,-72.42445144406,,,,,,21.134970,24.311901,20.614447
4689559861473894528,6.90004423743,-72.42113523059,,,,,,20.933022,21.330772,20.262411
4689559861474332160,6.89138104468,-72.42911405297,,,,,,20.966888,,
4689559861484805504,6.92265447982,-72.41218330348,-0.1113,0.352,-0.846,0.316,0.255,19.242239,19.741348,18.687702
4689559861484816512,6.89758033137,-72.42145319664,-0.0140,0.693,-0.798,0.273,0.233,19.120134,19.596684,18.609512
4689559861484823040,6.89134054794,-72.42864761590,0.3569,-1.970,1.438,0.073,0.061,16.871426,17.191120,16.383915
4689559861484824320,6.87513887004,-72.42849246006,0.4424,6.053,-2.875,0.487,0.410,19.876034,20.437540,19.271162
4689559861485020160,6.90037064498,-72.42222570215,-1.4127,0.315,-2.464,0.822,0.919,20.373026,20.496480,19.982770
4689559891537920256,6.94547353710,-72.43038724978,-0.0798,0.788,-1.151,0.216,0.186,18.760834,19.230185,18.134500
4689559891537925120,6.93813418640,-72.42879245688,-0.1166,0.861,-1.063,0.185,0.154,18.435434,18.994430,17.775120
4689559891537934848,6.95018662012,-72.42411642533,0.0691,5.375,-2.603,0.178,0.150,18.455471,18.836031,17.965033
4689559891537946880,6.95482631877,-72.41788401901,0.2311,0.307,-1.029,0.220,0.173,18.434544,18.913565,17.807577
4689559891539910912,6.94809147965,-72.42672961519,-0.1067,-0.651,-0.364,0.975,0.921,20.482937,20.815128,19.882324
4689559891539916544,6.96922582603,-72.42021856702,-0.0170,5.503,-2.337,0.318,0.255,19.100870,19.530067,18.543766
4689559895833636096,6.95263893802,-72.42216288564,-0.6684,3.622,-2.051,1.465,1.102,20.628502,21.332777,20.061113
4689559895833792768,6.94365837348,-72.43104986125,-2.5514,2.700,-2.094,2.482,2.451,20.791542,20.994858,20.644678
4689559895834050048,6.98118066421,-72.41727627162,,,,,,21.244022,20.862656,20.684364
4689559895844768768,6.95281458480,-72.41971372523,-0.4839,-0.315,0.261,1.133,0.935,20.501102,20.911278,19.926622
4689559925897695744,7.02130720614,-72.40927430883,-0.0294,5.924,-2.261,0.198,0.162,18.455563,18.813093,17.934095
4689559925899659136,7.00366335729,-72.41608641917,0.3107,2.194,-0.635,0.724,0.654,20.230103,20.672913,19.641209
4689559925901056384,7.02579387633,-72.41275058236,-0.0651,4.075,0.799,2.956,2.353,20.854029,21.210499,20.567026
4689559925901063424,7.03170596457,-72.40388271865,0.4022,1.451,0.050,1.685,1.691,20.852543,21.091345,20.046854
4689559925918580224,7.00505166371,-72.40793832152,-0.2040,1.018,-1.589,0.212,0.166,18.553862,19.130566,17.917326
4689559930204278656,6.98983730106,-72.41562970361,-1.1233,5.318,-1.794,0.824,0.783,20.338380,20.962597,19.506607
4689559960257427328,6.94851834005,-72.41527477790,0.1495,0.407,-1.510,0.316,0.251,19.170300,19.711807,18.525372
4689559960257439232,6.96756181950,-72.40789656871,0.7024,20.392,3.782,0.192,0.157,18.369980,19.232368,17.507092
4689559960259395456,6.94367518344,-72.41591726549,,,,,,20.820318,21.511686,20.105402
4689559960259399424,6.94304230382,-72.41187434800,-0.0084,5.941,-2.560,0.541,0.397,19.849665,20.357025,19.249887
4689559960259403648,6.97763801706,-72.40890286153,0.6705,4.207,-3.408,0.611,0.572,19.953470,20.821508,19.364265
4689559960259404160,6.94423258011,-72.40670523576,0.6693,-0.269,-1.503,0.465,0.357,19.704521,20.359112,19.115377
4689559960259406720,6.96923720085,-72.40437814206,0.5113,4.852,-2.720,0.520,0.392,19.776670,20.454254,19.310734
4689559964553116800,6.96160538900,-72.40419789368,,,,,,21.535688,,
4689559964553273856,6.95244737748,-72.40640267377,,,,,,20.989344,20.551075,20.137707
4689559964570187392,6.96302138393,-72.40451327746,-0.3791,-0.212,-0.909,0.449,0.352,19.620308,19.633362,18.400532
4689559994617180416,6.99053545771,-72.40580066137,0.1852,5.157,-2.494,0.254,0.196,18.738000,19.160273,18.239820
4689559994617180672,6.98095742874,-72.40644202853,0.0831,5.404,-2.121,0.213,0.177,18.550370,18.927979,18.109873
4689559994619154304,6.99575711971,-72.39537799849,0.0465,1.221,-1.383,0.609,0.481,20.050983,20.417730,19.453583
4689559998912862464,7.02407790804,-72.39061223569,0.3084,8.406,-2.506,1.554,1.374,20.815964,20.942776,20.228394
4689559998912862592,7.02662791088,-72.39146975773,-0.8656,0.987,0.906,1.959,2.925,20.861612,20.838617,20.582426
4689559998923743488,6.99428485571,-72.40127289521,0.1813,5.120,-2.513,0.037,0.030,15.394043,15.852728,14.764064
4689559998923749120,6.98527016527,-72.40690645134,-0.0315,-0.033,-1.434,0.325,0.249,19.171345,19.625582,18.646244
4689559998929893888,6.99185892694,-72.39938497372,0.1800,5.397,-2.765,0.096,0.075,17.155632,17.465487,16.675152
4689560028976815488,7.10763173011,-72.46745381187,-0.0452,0.638,-1.314,0.128,0.130,18.100859,18.454126,17.580460
4689560028976815616,7.11101348717,-72.46642813949,0.1235,0.403,-1.388,0.177,0.177,18.593283,19.119335,17.941994
4689560028978843392,7.10687406376,-72.46267462680,0.3114,-0.379,-1.273,0.418,0.447,19.750586,20.297983,19.196108
4689560028995162240,7.09350332933,-72.46633690538,,,,,,20.984581,20.968716,20.008300
4689560028998070144,7.10829097775,-72.46466205768,0.4720,5.599,-2.304,0.347,0.347,19.589819,19.991130,18.868614
4689560033273004544,7.07777991694,-72.47357085657,,,,,,21.117695,20.878439,20.068230
4689560033283522816,7.10404373766,-72.46225745451,0.2070,0.286,-0.175,0.614,0.798,20.185253,20.353024,19.731867
4689560033283527552,7.10551031817,-72.46953986472,0.0190,0.434,-1.250,0.081,0.082,17.366648,18.000557,16.610780
4689560063336564352,7.16751252369,-72.45429601385,0.0211,0.350,-1.445,0.123,0.121,17.920633,18.467798,17.241003
4689560063336569728,7.15088626923,-72.45120094331,0.0786,5.755,-2.930,0.253,0.241,19.078836,19.522375,18.541534
4689560063336573952,7.16593173437,-72.44743671316,-0.1882,0.106,-1.119,0.266,0.273,19.187990,19.487642,18.558174
