objectId,coord_ra,coord_dec,ebv,refExtendedness,patch,g_inputCount,r_inputCount,i_inputCount,y_inputCount,g_psfmag,g_psfmagerr,g_cModelmag,r_psfmag,r_psfmagerr,r_cModelmag,i_psfmag,i_psfmagerr,i_cModelmag,y_psfmag,y_psfmagerr,y_cModelmag
579574500513809549,6.299577852095733,-72.65306479894076,0.0299916,0.0,11,1,2,1,1,24.145055553723587,0.25669994927804807,24.152999302702405,23.777857037193762,0.16838477993671974,23.7890758027605,23.61927000730281,0.22126364937105059,23.608603455708792,,,
579574500513809560,6.2976843024706275,-72.65539119051866,0.0300206,1.0,11,1,2,1,1,24.04094894475306,0.23258178646781724,24.014645058770803,24.015013657151353,0.2098154188388965,24.110190978106267,24.644165222385567,0.5668109315075791,24.726724188351064,24.2173028830414,2.9918904428368793,24.043143410012384
579574500513809614,6.303626722873116,-72.65379520804153,0.0299756,0.0,11,1,2,1,1,22.238897667324792,0.04592025941035229,22.2425469533565,22.060847129375524,0.03559900613985035,22.090397366401703,21.960970680457088,0.049417610569378725,21.975317502955264,21.500690910392503,0.24572438486502915,21.548382116949096
579574500513809615,6.306713758444038,-72.65321997749993,0.0299543,0.0,11,1,2,1,1,23.215872541294658,0.1095611639092462,23.210458017561223,23.022607901591865,0.08460406165016437,23.06330874494025,23.06551941054289,0.1334252792341016,23.089169121618696,23.446557713350398,1.4715954894167227,23.395611564261017
579574500513809616,6.3097394254051835,-72.65307505694183,0.0299368,0.0,11,1,2,1,1,24.231783382109814,0.276172550570111,24.21409817231101,23.769588377965082,0.16733125881990787,23.824457031635152,23.868518964519257,0.2774235249948369,23.867100311493118,23.654245801122496,1.780789348114458,23.8862120465459
579574500513809617,6.30220824150378,-72.65025438958453,0.0299546,0.0,11,1,2,1,1,22.280302338939826,0.04782581169700812,22.27846767628236,22.146895691348814,0.0383289533971724,22.16646879263879,22.166021157418605,0.05928329884686824,22.177935931153478,22.13754231963385,0.4375849393924631,22.249506155000624
579574500513809618,6.302534365944717,-72.65087957375893,0.0299579,0.0,11,1,2,1,1,23.460955338174152,0.13767246276916528,23.45913904411926,22.909028650410935,0.07618655137208655,22.929820316423864,22.711332258123083,0.09660185576765161,22.71914895799787,22.858097444127715,0.8500173119342309,22.659160370572003
579574500513809619,6.306389327506681,-72.65053342134017,0.0299343,,11,1,2,1,1,26.168153800102147,1.6443702969529748,25.67634087235155,26.298355768092204,1.7109748978566555,26.149701853597094,23.196063336253168,0.15031795307026458,22.995186335394358,21.686437711122004,0.28951766598007367,21.383935078053334
579574500513809620,6.305096550497318,-72.65018933404274,0.0299385,0.0,11,1,2,1,1,24.919915606226226,0.5218628497805526,24.94236595642601,23.58435550294386,0.14072758009335218,23.660757171731124,23.121242521473,0.14024788538227936,23.105735119909184,23.201420928427652,1.1671326465175786,23.492229015766593
579574500513809621,6.307793768728806,-72.65141087302703,0.0299338,0.0,11,1,2,1,1,25.456017682263827,0.855098655355321,25.578897232347487,24.14682607454545,0.23544174611427285,24.18085185838236,23.266032718440904,0.16018646395833527,23.267624886260116,22.089918061807793,0.42068666678907496,22.084161147382474
579574500513809622,6.308928512840786,-72.65021367210176,0.0299179,1.0,11,1,2,2,1,23.630041253461187,0.16051381089087707,23.538480402152942,23.642448674839226,0.14805188493693203,23.39395424568197,23.889782704138042,0.28284223816418813,23.682029078623998,23.80097993372374,2.027991838806574,23.26136364456157
579574500513809623,6.307388366893412,-72.6504534497689,0.0299282,1.0,11,1,2,2,1,23.958383900766485,0.21658914729112197,23.755501942110147,23.41697485306141,0.12040536906397337,23.18033493574393,23.374179855620426,0.17613358233170293,23.067628676826857,24.74124488281627,4.820950188128451,24.589569052398232
579574500513809649,6.324122821296142,-72.64508525026882,0.0297938,0.0,11,1,2,2,1,25.97985352819177,1.3713368633092204,26.033103165968328,25.34477632337264,0.7007002501164894,25.55907331230488,25.74448923292688,1.118741882469407,25.854465987134976,21.670758786116885,0.2844098119503251,21.687960373972867
579574500513809650,6.324509441182181,-72.64458946378794,0.0297876,1.0,11,1,2,2,1,22.969132870827423,0.08796081529167,22.92354336249396,22.723274795340423,0.06380529338581954,22.6917059208171,22.85579470310345,0.07910405212551508,22.83315581160904,24.398350440196527,3.490756053296161,24.68078856282669
579574500513809651,6.319386952228334,-72.64400404958435,0.0298105,1.0,11,1,2,2,1,24.295091194991013,0.2935093876085443,24.177491708215094,24.518490601796746,0.3283401192366722,24.540175734908317,23.343988287485846,0.12322488060503063,23.26814822819516,22.930512765405453,0.8992695815622286,23.15823026435694
579574500513809652,6.321660697219623,-72.64413605569045,0.0297993,1.0,11,1,2,2,1,23.86569776359653,0.1977045958561135,23.831515228296116,23.84668183443287,0.17725604285498991,23.876487017351554,23.69317481493578,0.16935441198906068,23.58885615958836,24.252361238209645,3.0482500024980617,24.52457811766248
